iter	Logloss
519	0.01869087132
520	0.01866555109
521	0.01863018713
522	0.01860604138
523	0.01853284758
524	0.01845829222
525	0.01841515542
526	0.01838137558
527	0.01830627774
528	0.01828630586
529	0.01825859786
530	0.01825551544
531	0.01819645737
532	0.01813955395
533	0.01808619398
534	0.01807188775
535	0.01805876902
536	0.01803849264
537	0.01799081729
538	0.01794255123
539	0.0179128503
540	0.01788216624
541	0.01776360301
542	0.01767638568
543	0.01765645451
544	0.01763197686
545	0.01757849037
546	0.01748951106
547	0.01744068413
548	0.01734994036
549	0.0173499023
550	0.01729980361
551	0.01722803485
552	0.01713920943
553	0.01707382179
554	0.01699830003
555	0.01691111928
556	0.01682807823
557	0.01678389713
558	0.01669313286
559	0.01667689769
560	0.01661647534
561	0.01656358952
562	0.01647088855
563	0.01642362362
564	0.01638732158
565	0.01636309459
566	0.01626729515
567	0.01624332593
568	0.01621194729
569	0.01613935935
570	0.0161019706
571	0.01606422982
572	0.01601049117
573	0.01593961596
574	0.01588569027
575	0.01588565835
576	0.01584176937
577	0.01580199497
578	0.01576198293
579	0.01567867007
580	0.01563320453
581	0.01556213203
582	0.01545615962
583	0.01541774564
584	0.01536265008
585	0.01534937448
586	0.01533437819
587	0.01531128702
588	0.01523059463
589	0.01521854679
590	0.01518912856
591	0.01518909844
592	0.01513634053
593	0.01510755856
594	0.01508683515
595	0.01500931233
596	0.01498938725
597	0.01494332796
598	0.01488115444
599	0.01483965862
600	0.01480287708
601	0.01473191082
602	0.01470619032
603	0.01466040793
604	0.01463033984
605	0.01459875584
606	0.01458690424
607	0.01454681575
608	0.01450801991
609	0.01450497564
610	0.0144538132
611	0.01443983108
612	0.01440606483
613	0.01438680203
614	0.01436656433
615	0.01431182666
616	0.01428500852
617	0.01426004327
618	0.01420381138
619	0.01416099124
620	0.01413582801
621	0.01408597075
622	0.01405054778
623	0.01401292144
624	0.0140094217
625	0.01399376244
626	0.01398220891
627	0.01395823692
628	0.01394410046
629	0.01388750195
630	0.01384657162
631	0.01381337665
632	0.01379908861
633	0.01375199272
634	0.01375199455
635	0.0137066991
636	0.01368671063
637	0.01364248265
638	0.01359634095
639	0.01356768512
640	0.01354607782
641	0.01350747487
642	0.01349829689
643	0.01345233229
644	0.01341666923
645	0.01338035801
646	0.01333190783
647	0.01328942568
648	0.01323357278
649	0.01320711694
650	0.01315141427
651	0.01312326265
652	0.01310045994
653	0.0130669332
654	0.01301822175
655	0.01297492642
656	0.01294223006
657	0.01290572803
658	0.01287439945
659	0.01285330291
660	0.01280665861
661	0.012756776
662	0.01275668173
663	0.0127363615
664	0.01270185915
665	0.01268426274
666	0.01265120734
667	0.01261966297
668	0.01259061326
669	0.01253945023
670	0.01249551749
671	0.01245963906
672	0.01242581322
673	0.01240103529
674	0.01236809579
675	0.01233961427
676	0.01232262948
677	0.0122885267
678	0.01228846082
679	0.01226858615
680	0.01222191105
681	0.01220105005
682	0.0121701076
683	0.01213275372
684	0.01209716169
685	0.01209096878
686	0.0120756136
687	0.01206132454
688	0.01206135323
689	0.01203743538
690	0.01196648299
691	0.01195151445
692	0.01194496274
693	0.01192413362
694	0.01192413618
695	0.01188812652
696	0.01184348514
697	0.01183132882
698	0.01181569575
699	0.01180103033
700	0.01178313229
701	0.01174685615
702	0.01173500913
703	0.01170786253
704	0.01167347136
705	0.01165680035
706	0.01163117575
707	0.01154788298
708	0.01154793153
709	0.01152429768
710	0.01151713219
711	0.01150053589
712	0.01144244275
713	0.01144238463
714	0.01140216321
715	0.01136243937
716	0.01133837121
717	0.01130865947
718	0.01129715032
719	0.01129712044
720	0.01126592628
721	0.0112461211
722	0.01122039952
723	0.01117315899
724	0.01116484291
725	0.01114322711
726	0.01111262865
727	0.0110853218
728	0.01107133901
729	0.01106653651
730	0.01106641062
731	0.01104153799
732	0.0110066206
733	0.01096113412
734	0.01094620275
735	0.01094616734
736	0.01092175626
737	0.01090229564
738	0.01087915419
739	0.0108394549
740	0.01080424729
741	0.01077634923
742	0.01075142658
743	0.0107514088
744	0.01072293721
745	0.01072147166
746	0.01069427178
747	0.01065922145
748	0.01064991179
749	0.01063220494
