iter	Logloss
0	0.6549580329
1	0.6183176396
2	0.5973494404
3	0.5690261399
4	0.5492309806
5	0.5406450912
6	0.5244187093
7	0.5105567713
8	0.4955288426
9	0.4820702473
10	0.4707287165
11	0.4604970867
12	0.4540279085
13	0.4477209061
14	0.4390563889
15	0.432604831
16	0.4287481825
17	0.4227472029
18	0.4161850131
19	0.4091143352
20	0.4020860364
21	0.3980941207
22	0.3906720951
23	0.388096186
24	0.3859729469
25	0.3833068769
26	0.3795230934
27	0.3780989013
28	0.3743047763
29	0.3691038889
30	0.3661140363
31	0.361292117
32	0.3584789065
33	0.3527217761
34	0.3500707382
35	0.3493184793
36	0.346222883
37	0.3439303435
38	0.3386061813
39	0.3367019759
40	0.3339431925
41	0.3304729522
42	0.3280184271
43	0.3261074668
44	0.3237002126
45	0.322739288
46	0.3201866442
47	0.3173902805
48	0.3140278586
49	0.3124137935
50	0.3094187988
51	0.3070336069
52	0.3044554268
53	0.3006652842
54	0.297321042
55	0.2931951371
56	0.2889197738
57	0.2842627199
58	0.282731733
59	0.2808659661
60	0.2800096917
61	0.2765144873
62	0.2724666058
63	0.2699291941
64	0.2679691294
65	0.265089054
66	0.2634649705
67	0.2620249275
68	0.2588388829
69	0.2553681753
70	0.2551465317
71	0.2539075451
72	0.2505584389
73	0.248172506
74	0.2455208717
75	0.2439051896
76	0.2405248073
77	0.2390748143
78	0.2366805491
79	0.2360059358
80	0.2324062327
81	0.2300156709
82	0.2273502806
83	0.225827452
84	0.2231596793
85	0.2192619221
86	0.2175797495
87	0.2153530761
88	0.2123596108
89	0.2115114836
90	0.2100228845
91	0.2081419163
92	0.2056316533
93	0.204701677
94	0.202164654
95	0.2003317131
96	0.1988323356
97	0.1967163634
98	0.195539606
99	0.1944012383
100	0.1942428624
101	0.1938446338
102	0.191863568
103	0.1874607325
104	0.1853366177
105	0.184868989
106	0.182933027
107	0.1814457083
108	0.1790582735
109	0.1779352002
110	0.1758342317
111	0.1743229555
112	0.172839853
113	0.1704367702
114	0.1685965484
115	0.167227304
116	0.1668085458
117	0.1668083874
118	0.164737619
119	0.1643419243
120	0.1632915125
121	0.1619861869
122	0.1609129953
123	0.1588202119
124	0.1579644089
125	0.1566327808
126	0.1548123091
127	0.1536882808
128	0.1521845025
129	0.1512314699
130	0.1489898421
131	0.147420291
132	0.1462824483
133	0.1456430075
134	0.1444112633
135	0.1429337996
136	0.1411012336
137	0.1404202202
138	0.1385018941
139	0.1371009271
140	0.135914074
141	0.1350921559
142	0.1338146155
143	0.1326149748
144	0.1317143286
145	0.13136146
146	0.1301839686
147	0.1284004024
148	0.1278201375
149	0.1267737666
150	0.1251038701
151	0.1244054736
152	0.1236378266
153	0.1227385894
154	0.1222524613
155	0.1217762073
156	0.1205649807
157	0.1199309746
158	0.1191314986
159	0.118521144
160	0.1167794728
161	0.1159778659
162	0.1141625879
163	0.1124814593
164	0.1121043093
165	0.1117809566
166	0.1107478578
167	0.1105704426
168	0.1097918097
169	0.1092079989
170	0.1086594226
171	0.1077698241
172	0.1066664546
173	0.1056331618
174	0.1048374178
175	0.1037698489
176	0.1024752279
177	0.1017343141
178	0.1014534912
179	0.09993937463
180	0.09933544106
181	0.09831471614
182	0.0969649092
183	0.09643729332
184	0.09579215951
185	0.09505413613
186	0.09417842838
187	0.0929543936
188	0.09197445646
189	0.09116575352
190	0.09052248466
191	0.08971753238
192	0.08813910282
193	0.08740301729
194	0.08672554505
195	0.08623587482
196	0.085351617
197	0.08527305488
198	0.08436540526
199	0.08400900835
200	0.08318355499
201	0.08262012567
202	0.08223945887
203	0.08150088564
204	0.0808035352
205	0.08011539536
206	0.07970230633
207	0.07923919994
208	0.07850674819
209	0.07788049076
210	0.07761431701
211	0.07711536255
212	0.07638635821
213	0.07581125517
214	0.07483813381
215	0.07456958865
216	0.07442031901
217	0.07370733081
218	0.07329544777
219	0.07280999675
220	0.07244231748
221	0.07180642377
222	0.07148564342
223	0.07086297945
224	0.07042516775
225	0.07007063896
226	0.06970659243
227	0.06922946711
228	0.06840358442
229	0.06781289358
230	0.0673858984
231	0.06695795817
232	0.0667157172
233	0.0664995179
234	0.06626297463
235	0.0659833266
236	0.06488983956
237	0.06434193403
238	0.06414855987
239	0.06356719531
240	0.06348539362
241	0.06283456855
242	0.06281720253
243	0.06229869179
244	0.06158760073
245	0.06081561679
246	0.06049921917
247	0.06020663451
248	0.05999027936
249	0.05952122503
250	0.05908226386
251	0.05875775694
252	0.05832979655
253	0.0579350685
254	0.05791874509
255	0.05790285877
256	0.05763937039
257	0.05727151551
258	0.05688213454
259	0.05666979065
260	0.05633099902
261	0.05614481235
262	0.05558257687
263	0.05538899426
264	0.05471660238
265	0.05434522682
266	0.05411377699
267	0.05397689972
268	0.05385171206
269	0.05351760187
270	0.05317321899
271	0.0529254566
272	0.05241697954
273	0.05221257755
274	0.05201030789
275	0.05167160829
276	0.05136145316
277	0.05100532472
278	0.05051098743
279	0.05049380904
280	0.05030088888
281	0.0497085361
282	0.04950823636
283	0.04918427914
284	0.04905781744
285	0.04864196596
286	0.04853553403
287	0.04826840015
288	0.04803284646
289	0.04749826353
290	0.04730159337
291	0.04712082658
292	0.04686945594
293	0.04673514179
294	0.04633587827
295	0.04630639328
296	0.04611957864
297	0.04599356164
298	0.04588880832
299	0.0456713836
300	0.04534503522
301	0.04491568055
302	0.04441994846
303	0.04430547664
304	0.04394317127
305	0.04371136932
306	0.04351150327
307	0.04345829927
308	0.04309838356
309	0.04307989662
310	0.04304776379
311	0.04299949462
312	0.04265133417
313	0.04241410051
314	0.04225218793
315	0.04200656424
316	0.04173976179
317	0.04155512045
318	0.04121290999
319	0.04101994997
320	0.04079762947
321	0.04065965752
322	0.04053073265
323	0.04048578727
324	0.04019268427
325	0.03991190845
326	0.03972402636
327	0.0393896905
328	0.03919143982
329	0.03912100549
330	0.03896170721
331	0.03880989633
332	0.03869788756
333	0.03839240697
334	0.03808937086
335	0.03780442852
336	0.0374384735
337	0.03726309567
338	0.03712827851
339	0.03685354738
340	0.03657540467
341	0.03648354548
342	0.03635422496
343	0.03619453541
344	0.03602662578
345	0.03587072845
346	0.03575924472
347	0.03547558644
348	0.03543676881
349	0.0353355321
350	0.03514506117
351	0.03479061309
352	0.03453935537
353	0.03430299528
354	0.03420101277
355	0.03397181169
356	0.03384117863
357	0.03380678354
358	0.03376948346
359	0.0337027067
360	0.0334620014
361	0.03333723163
362	0.03315310987
363	0.03287275443
364	0.03267802973
365	0.03238811157
366	0.03206165303
367	0.03190728593
368	0.03174326653
369	0.03165696867
370	0.0314252824
371	0.03129778614
372	0.03124527136
373	0.03108225978
374	0.03101331796
375	0.03076330058
376	0.03063898758
377	0.03055185111
378	0.03043278284
379	0.03036494687
380	0.03021915491
381	0.03003666273
382	0.02999184962
383	0.0298451412
384	0.02973514309
385	0.02964389654
386	0.02950309983
387	0.02933124904
388	0.0292152166
389	0.02915686796
390	0.02910077919
391	0.0289838702
392	0.02894547195
393	0.02891539306
394	0.02881637854
395	0.02875590731
396	0.02861142251
397	0.02841508044
398	0.028283139
399	0.02819909806
400	0.02816501907
401	0.0280115581
402	0.02795503705
403	0.02781110761
404	0.02760898787
405	0.02742161032
406	0.02727662517
407	0.02706191791
408	0.0268830341
409	0.02685926801
410	0.02681693854
411	0.02676158087
412	0.02667535663
413	0.02661487516
414	0.02637411383
415	0.02628011799
416	0.02616796385
417	0.02604328579
418	0.02596589132
419	0.02586118537
420	0.0258320892
421	0.02576468594
422	0.02560705123
423	0.02548008263
424	0.02536242485
425	0.02525019432
426	0.02518748126
427	0.02514490911
428	0.02504921302
429	0.02480249834
430	0.02471224252
431	0.02446876511
432	0.02444285087
433	0.02433540129
434	0.0242639002
435	0.02425082214
436	0.02418178147
437	0.02412490243
438	0.02406098405
439	0.02397515173
440	0.02390249792
441	0.02386390826
442	0.02374776573
443	0.023605789
444	0.0234847386
445	0.02334339606
446	0.02330089892
447	0.02319434764
448	0.02310079779
449	0.02305039141
450	0.02296972081
451	0.02291516837
452	0.02285503229
453	0.02280198266
454	0.02278328739
455	0.02272255877
456	0.02265610251
457	0.02252149305
458	0.02249516513
459	0.02246972569
460	0.02234780198
461	0.0222361545
462	0.02220742341
463	0.02200037616
464	0.02196452801
465	0.02194868688
466	0.02181178692
467	0.02179376466
468	0.02176698504
469	0.02175724652
470	0.02162611194
471	0.02152429544
472	0.02147143816
473	0.02135036756
474	0.0212879512
475	0.0212111256
476	0.02112398859
477	0.0210968155
478	0.02098694796
479	0.02095048073
480	0.02086506713
481	0.02083994489
482	0.0207656634
483	0.02067688615
484	0.02063730171
485	0.02059335507
486	0.0205422581
487	0.02049041673
488	0.02045029017
489	0.0203468583
490	0.02028050557
491	0.02019704559
492	0.02006700281
493	0.0200324504
494	0.02001406508
495	0.01996141693
496	0.01991986508
497	0.01987512632
498	0.01986774141
499	0.01985743565
500	0.01982123574
501	0.0197418014
502	0.01964655839
503	0.01951948103
504	0.01950503899
505	0.01942899899
506	0.01937574295
507	0.01922256059
508	0.01919857995
509	0.019182022
510	0.01916083488
511	0.01913197357
512	0.0190611322
513	0.01905356398
514	0.0190071573
515	0.01890675122
516	0.01887945911
517	0.01879957501
518	0.01873547944
